from_id,to_id,from_type,to_type,from_location,to_location,distance_miles,travel_time_minutes,deadheading_cost,waiting_cost,delay_risk_cost,total_cost,waiting_time_minutes
65802632,65802635,trip,trip,welst,welst,0.1,0.5,0.75,16.25,15.666666666666666,32.666666666666664,32.5
65802632,65802636,trip,trip,welst,elm,1.5,7.5,11.25,20.25,15.666666666666666,47.166666666666664,40.5
65802632,65802637,trip,trip,welst,welst,0.1,0.5,0.75,31.25,15.666666666666666,47.666666666666664,62.5
65802632,65802657,trip,trip,welst,elm,1.5,7.5,11.25,35.25,15.666666666666666,62.166666666666664,70.5
65802632,65802658,trip,trip,welst,welst,0.1,0.5,0.75,46.25,15.666666666666666,62.666666666666664,92.5
65802632,65802659,trip,trip,welst,elm,1.5,7.5,11.25,50.25,15.666666666666666,77.16666666666667,100.5
65802633,65802634,trip,trip,elm,elm,0.1,0.5,0.75,1.75,14.733333333333333,17.233333333333334,3.5
65802633,65802635,trip,trip,elm,welst,1.5,7.5,11.25,5.75,14.733333333333333,31.733333333333334,11.5
65802633,65802636,trip,trip,elm,elm,0.1,0.5,0.75,16.75,14.733333333333333,32.233333333333334,33.5
65802633,65802637,trip,trip,elm,welst,1.5,7.5,11.25,20.75,14.733333333333333,46.733333333333334,41.5
65802633,65802657,trip,trip,elm,elm,0.1,0.5,0.75,31.75,14.733333333333333,47.233333333333334,63.5
65802633,65802658,trip,trip,elm,welst,1.5,7.5,11.25,35.75,14.733333333333333,61.733333333333334,71.5
65802633,65802659,trip,trip,elm,elm,0.1,0.5,0.75,46.75,14.733333333333333,62.233333333333334,93.5
65802634,65802635,trip,trip,welst,welst,0.1,0.5,0.75,1.25,19.033333333333335,21.033333333333335,2.5
65802634,65802636,trip,trip,welst,elm,1.5,7.5,11.25,5.25,19.033333333333335,35.53333333333333,10.5
65802634,65802637,trip,trip,welst,welst,0.1,0.5,0.75,16.25,19.033333333333335,36.03333333333333,32.5
65802634,65802657,trip,trip,welst,elm,1.5,7.5,11.25,20.25,19.033333333333335,50.53333333333333,40.5
65802634,65802658,trip,trip,welst,welst,0.1,0.5,0.75,31.25,19.033333333333335,51.03333333333333,62.5
65802634,65802659,trip,trip,welst,elm,1.5,7.5,11.25,35.25,19.033333333333335,65.53333333333333,70.5
65802635,65802636,trip,trip,elm,elm,0.1,0.5,0.75,1.75,14.633333333333333,17.133333333333333,3.5
65802635,65802637,trip,trip,elm,welst,1.5,7.5,11.25,5.75,14.633333333333333,31.633333333333333,11.5
65802635,65802657,trip,trip,elm,elm,0.1,0.5,0.75,16.75,14.633333333333333,32.13333333333333,33.5
65802635,65802658,trip,trip,elm,welst,1.5,7.5,11.25,20.75,14.633333333333333,46.63333333333333,41.5
65802635,65802659,trip,trip,elm,elm,0.1,0.5,0.75,31.75,14.633333333333333,47.13333333333333,63.5
65802636,65802637,trip,trip,welst,welst,0.1,0.5,0.75,1.25,22.066666666666666,24.066666666666666,2.5
65802636,65802657,trip,trip,welst,elm,1.5,7.5,11.25,5.25,22.066666666666666,38.56666666666666,10.5
65802636,65802658,trip,trip,welst,welst,0.1,0.5,0.75,16.25,22.066666666666666,39.06666666666666,32.5
65802636,65802659,trip,trip,welst,elm,1.5,7.5,11.25,20.25,22.066666666666666,53.56666666666666,40.5
65802637,65802657,trip,trip,elm,elm,0.1,0.5,0.75,1.75,29.133333333333333,31.633333333333333,3.5
65802637,65802658,trip,trip,elm,welst,1.5,7.5,11.25,5.75,29.133333333333333,46.13333333333333,11.5
65802637,65802659,trip,trip,elm,elm,0.1,0.5,0.75,16.75,29.133333333333333,46.63333333333333,33.5
65802657,65802658,trip,trip,welst,welst,0.1,0.5,0.75,1.25,9.4,11.4,2.5
65802657,65802659,trip,trip,welst,elm,1.5,7.5,11.25,5.25,9.4,25.9,10.5
65802658,65802659,trip,trip,elm,elm,0.1,0.5,0.75,1.75,12.4,14.9,3.5
